state,state_tribal_other_agencies,unit_office,violent_crime,murder_and_nonnegligent_manslaughter,rape_revised_definition_1,rape_legacy_definition_2,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson3
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0
,,York County,0,0,0,,0,0,0,0,0,0,0
,Department of Public Safety,Illegal Immigration Enforcement Unit,0,0,0,,0,0,0,0,0,0,0
,Forestry Commission: ,Abbeville County,0,0,0,,0,0,0,0,0,0,6
,,Aiken County,0,0,0,,0,0,0,0,0,0,0
,,Allendale County,0,0,0,,0,0,0,0,0,0,0
,,Anderson County,0,0,0,,0,0,0,0,0,0,0
,,Bamberg County,0,0,0,,0,0,1,0,1,0,0
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0
,,Charleston County,0,0,0,,0,0,0,0,0,0,0
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0
,,Chester County,0,0,0,,0,0,1,0,1,0,0
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0
,,Colleton County,0,0,0,,0,0,1,0,1,0,0
,,Darlington County,0,0,0,,0,0,0,0,0,0,0
,,Dillon County,0,0,0,,0,0,0,0,0,0,0
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0
,,Florence County,0,0,0,,0,0,0,0,0,0,2
,,Georgetown County,0,0,0,,0,0,0,0,0,0,0
,,Greenville County,0,0,0,,0,0,0,0,0,0,0
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0
,,Hampton County,0,0,0,,0,0,0,0,0,0,0
,,Horry County,0,0,0,,0,0,0,0,0,0,0
,,Jasper County,0,0,0,,0,0,0,0,0,0,0
,,Kershaw County,0,0,0,,0,0,0,0,0,0,1
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0
,,Laurens County,0,0,0,,0,0,0,0,0,0,1
,,Lee County,0,0,0,,0,0,0,0,0,0,0
,,Lexington County,0,0,0,,0,0,1,0,1,0,0
,,Marion County,0,0,0,,0,0,0,0,0,0,0
,,Marlboro County,0,0,0,,0,0,1,0,1,0,0
,,McCormick County,0,0,0,,0,0,0,0,0,0,0
,,Newberry County,0,0,0,,0,0,0,0,0,0,0
,,Oconee County,0,0,0,,0,0,0,0,0,0,0
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0
,,Pickens County,0,0,0,,0,0,0,0,0,0,0
,,Richland County,0,0,0,,0,0,0,0,0,0,0
,,Saluda County,0,0,0,,0,0,0,0,0,0,0
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0
,,Sumter County,0,0,0,,0,0,0,0,0,0,1
,,Union County,0,0,0,,0,0,0,0,0,0,0
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,1
,,York County,0,0,0,,0,0,0,0,0,0,0
,Highway Patrol:,Abbeville County,0,0,0,,0,0,0,0,0,0,0
,,Aiken County,0,0,0,,0,0,1,0,0,1,0
,,Allendale County,0,0,0,,0,0,0,0,0,0,0
,,Anderson County,0,0,0,,0,0,0,0,0,0,0
,,Bamberg County,0,0,0,,0,0,0,0,0,0,0
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0
,,Charleston County,0,0,0,,0,0,1,0,0,1,0
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0
,,Chester County,0,0,0,,0,0,0,0,0,0,0
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0
,,Colleton County,0,0,0,,0,0,0,0,0,0,0
,,Darlington County,0,0,0,,0,0,0,0,0,0,0
,,Dillon County,0,0,0,,0,0,0,0,0,0,0
,,Dorchester County,1,0,0,,0,1,0,0,0,0,0
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0
,,Florence County,0,0,0,,0,0,1,0,0,1,0
,,Georgetown County,0,0,0,,0,0,1,0,1,0,0
,,Greenville County,0,0,0,,0,0,2,0,0,2,0
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0
,,Hampton County,0,0,0,,0,0,0,0,0,0,0
,,Horry County,0,0,0,,0,0,0,0,0,0,0
,,Jasper County,0,0,0,,0,0,0,0,0,0,0
,,Kershaw County,0,0,0,,0,0,0,0,0,0,0
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0
,,Laurens County,0,0,0,,0,0,0,0,0,0,0
,,Lee County,0,0,0,,0,0,0,0,0,0,0
,,Lexington County,0,0,0,,0,0,1,0,0,1,0
,,Marion County,0,0,0,,0,0,0,0,0,0,0
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0
,,McCormick County,0,0,0,,0,0,0,0,0,0,0
,,Newberry County,0,0,0,,0,0,0,0,0,0,0
,,Oconee County,0,0,0,,0,0,0,0,0,0,0
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0
,,Pickens County,0,0,0,,0,0,0,0,0,0,0
,,Richland County,0,0,0,,0,0,0,0,0,0,0
,,Saluda County,0,0,0,,0,0,0,0,0,0,0
,,Spartanburg County,0,0,0,,0,0,2,0,2,0,0
,,Sumter County,0,0,0,,0,0,1,0,0,1,0
,,Union County,0,0,0,,0,0,0,0,0,0,0
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0
,,York County,0,0,0,,0,0,0,0,0,0,0
,South Carolina Division of Public Railways,,0,0,0,,0,0,0,0,0,0,0
,South Carolina School for the Deaf and Blind,,0,0,0,,0,0,0,0,0,0,0
,State Museum,,0,0,0,,0,0,0,0,0,0,0
,State Ports Authority,,2,0,0,,0,2,3,1,2,0,0
,State Transport Police:,Abbeville County,0,0,0,,0,0,0,0,0,0,0
,,Aiken County,0,0,0,,0,0,0,0,0,0,0
,,Allendale County,0,0,0,,0,0,0,0,0,0,0
,,Anderson County,0,0,0,,0,0,0,0,0,0,0
,,Bamberg County,0,0,0,,0,0,0,0,0,0,0
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0
,,Charleston County,0,0,0,,0,0,0,0,0,0,0
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0
,,Chester County,0,0,0,,0,0,0,0,0,0,0
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0
,,Colleton County,0,0,0,,0,0,0,0,0,0,0
,,Darlington County,0,0,0,,0,0,0,0,0,0,0
,,Dillon County,0,0,0,,0,0,0,0,0,0,0
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0
,,Florence County,0,0,0,,0,0,0,0,0,0,0
,,Georgetown County,0,0,0,,0,0,0,0,0,0,0
,,Greenville County,0,0,0,,0,0,0,0,0,0,0
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0
,,Hampton County,0,0,0,,0,0,0,0,0,0,0
,,Horry County,0,0,0,,0,0,0,0,0,0,0
,,Jasper County,0,0,0,,0,0,0,0,0,0,0
,,Kershaw County,0,0,0,,0,0,0,0,0,0,0
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0
,,Laurens County,0,0,0,,0,0,0,0,0,0,0
,,Lee County,0,0,0,,0,0,0,0,0,0,0
,,Lexington County,0,0,0,,0,0,0,0,0,0,0
,,Marion County,0,0,0,,0,0,0,0,0,0,0
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0
,,McCormick County,0,0,0,,0,0,0,0,0,0,0
,,Newberry County,0,0,0,,0,0,0,0,0,0,0
,,Oconee County,0,0,0,,0,0,0,0,0,0,0
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0
,,Pickens County,0,0,0,,0,0,0,0,0,0,0
,,Richland County,0,0,0,,0,0,0,0,0,0,0
,,Saluda County,0,0,0,,0,0,0,0,0,0,0
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0
,,Sumter County,0,0,0,,0,0,0,0,0,0,0
,,Union County,0,0,0,,0,0,0,0,0,0,0
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0
,,York County,0,0,0,,0,0,0,0,0,0,0
,United States Department of Energy,Savannah River Plant,0,0,0,,0,0,20,1,19,0,0
SOUTH CAROLINA–Other Agencies,15th Circuit Drug Enforcement Unit,,0,0,0,,0,0,0,0,0,0,0
,Charleston County Aviation Authority,,0,0,0,,0,0,39,0,24,15,0
,Columbia Metropolitan Airport,,0,0,0,,0,0,7,0,3,4,0
,Greenville Hospital: ,Greenville ,9,0,0,,0,9,107,0,101,6,0
,,Oconee ,0,0,0,,0,0,17,1,16,0,0
,Greenville-Spartanburg International Airport,,0,0,0,,0,0,10,1,5,4,0
,Lexington County Medical Center,,1,0,1,,0,0,57,2,54,1,0
SOUTH DAKOTA–State Agencies,Division of Criminal Investigation,,13,3,7,,0,3,1,0,1,0,1
,South Dakota Highway Patrol,,8,0,0,,0,8,12,0,6,6,0
SOUTH DAKOTA–Tribal Agencies,Cheyenne River Tribal,,229,0,4,,2,223,89,40,28,21,2
,Crow Creek Tribal,,67,0,4,,2,61,50,10,28,12,2
,Lower Brule Tribal,,36,0,5,,0,31,49,18,23,8,42
,Sisseton-Wahpeton Tribal,,21,0,2,,0,19,25,6,11,8,1
TENNESSEE–State Agencies,Alcoholic Beverage Commission,,0,0,0,,0,0,0,0,0,0,0
,Department of Correction ,Internal Affairs,15,0,1,,0,14,0,0,0,0,0
,Department of Safety,,46,3,0,,0,43,100,0,25,75,0
,State Fire Marshal,,0,0,0,,0,0,0,0,0,0,4
,State Park Rangers:,Bicentennial Capitol Mall,0,0,0,,0,0,0,0,0,0,0
,,Big Hill Pond,0,0,0,,0,0,0,0,0,0,0
,,Big Ridge,0,0,0,,0,0,0,0,0,0,0
,,Bledsoe Creek,0,0,0,,0,0,1,0,1,0,0
,,Booker T. Washington,0,0,0,,0,0,1,0,1,0,0
,,Burgess Falls Natural Area,0,0,0,,0,0,1,0,1,0,0
,,Cedars of Lebanon,0,0,0,,0,0,8,0,8,0,0
,,Chickasaw,0,0,0,,0,0,1,0,1,0,0
,,Cordell Hull Birthplace,0,0,0,,0,0,0,0,0,0,0
,,Cove Lake,0,0,0,,0,0,1,0,1,0,0
,,Cumberland Mountain,0,0,0,,0,0,0,0,0,0,0
,,Cumberland Trail,1,0,0,,0,1,3,0,3,0,0
,,Cummins Falls,0,0,0,,0,0,0,0,0,0,0
,,David Crockett,0,0,0,,0,0,3,0,3,0,0
,,Davy Crockett Birthplace,0,0,0,,0,0,0,0,0,0,0
,,Dunbar Cave Natural Area,0,0,0,,0,0,0,0,0,0,0
,,Edgar Evins,0,0,0,,0,0,2,1,1,0,0
,,Fall Creek Falls,0,0,0,,0,0,14,2,12,0,0
,,Fort Loudon State Historic Park,0,0,0,,0,0,2,0,2,0,0
,,Fort Pillow State Historic Park,0,0,0,,0,0,0,0,0,0,0
,,Frozen Head Natural Area,0,0,0,,0,0,1,0,1,0,0
,,Harpeth Scenic Rivers,0,0,0,,0,0,5,0,5,0,0
,,Harrison Bay,1,0,0,,0,1,6,0,6,0,0
,,Henry Horton,0,0,0,,0,0,6,0,6,0,0
,,Hiwassee/Ocoee State Scenic Rivers,0,0,0,,0,0,2,0,2,0,0
,,Indian Mountain,0,0,0,,0,0,1,0,1,0,0
,,Johnsonville State Historic Park,0,0,0,,0,0,0,0,0,0,0
,,Long Hunter,0,0,0,,0,0,5,0,5,0,0
,,Meeman-Shelby Forest,0,0,0,,0,0,2,1,1,0,1
,,Montgomery Bell,0,0,0,,0,0,4,0,4,0,0
,,Mousetail Landing,0,0,0,,0,0,0,0,0,0,0
,,Natchez Trace,0,0,0,,0,0,4,2,1,1,0
,,Nathan Bedford Forrest,0,0,0,,0,0,0,0,0,0,0
,,Norris Dam,0,0,0,,0,0,8,1,7,0,1
,,Old Stone Fort State Archaeological Park,0,0,0,,0,0,2,0,2,0,0
,,Panther Creek,1,0,0,,1,0,3,0,3,0,0
,,Paris Landing,0,0,0,,0,0,2,0,2,0,0
,,Pickett,0,0,0,,0,0,0,0,0,0,0
,,Pickwick Landing,0,0,0,,0,0,4,0,3,1,0
,,Pinson Mounds State Archaeological Park,0,0,0,,0,0,1,0,1,0,0
,,Radnor Lake Natural Area,0,0,0,,0,0,0,0,0,0,0
,,Red Clay State Historic Park,1,0,0,,0,1,0,0,0,0,0
,,Reelfoot Lake,0,0,0,,0,0,0,0,0,0,0
,,Roan Mountain,0,0,0,,0,0,1,0,1,0,0
,,Rock Island,0,0,0,,0,0,7,1,6,0,0
,,Rocky Fork,0,0,0,,0,0,0,0,0,0,0
,,Seven Islands Birding Park,0,0,0,,0,0,1,0,1,0,0
,,Sgt. Alvin C. York,0,0,0,,0,0,0,0,0,0,0
,,South Cumberland Recreation Area,0,0,0,,0,0,1,0,1,0,1
,,Standing Stone,0,0,0,,0,0,3,1,2,0,0
,,Sycamore Shoals State Historic Park,0,0,0,,0,0,0,0,0,0,0
,,Tim's Ford,0,0,0,,0,0,0,0,0,0,0
,,T.O. Fuller,0,0,0,,0,0,0,0,0,0,0
,,Warrior's Path,0,0,0,,0,0,6,0,6,0,0
,TennCare Office of Inspector General,,0,0,0,,0,0,0,0,0,0,0
,Tennessee Bureau of Investigation,,7,2,2,,1,2,8,0,8,0,2
,Tennessee Department of Revenue,Special Investigations Unit,0,0,0,,0,0,0,0,0,0,0
,Wildlife Resources Agency:,Region 1,0,0,0,,0,0,0,0,0,0,0
,,Region 2,0,0,0,,0,0,0,0,0,0,0
,,Region 3,0,0,0,,0,0,0,0,0,0,0
,,Region 4,0,0,0,,0,0,0,0,0,0,0
TENNESSEE–Other Agencies,7th Judicial District Crime Task Force,,0,0,0,,0,0,0,0,0,0,0
,Chattanooga Housing Authority,,0,0,0,,0,0,0,0,0,0,0
,Chattanooga Metropolitan Airport,,0,0,0,,0,0,1,1,0,0,0
,Dickson City Park Ranger Division,,0,0,0,,0,0,0,0,0,0,0
,Drug Task Force:,1st Judicial District,0,0,0,,0,0,0,0,0,0,0
,,2nd Judicial District,0,0,0,,0,0,0,0,0,0,0
,,3rd Judicial District,0,0,0,,0,0,0,0,0,0,0
,,4th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,5th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,8th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,9th Judicial District,0,0,0,,0,0,6,0,6,0,0
,,10th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,12th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,14th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,15th Judicial District,0,0,0,,0,0,1,0,1,0,0
,,17th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,18th Judicial District,1,0,0,,0,1,0,0,0,0,0
,,19th Judicial District,0,0,0,,0,0,1,0,0,1,0
,,21st Judicial District,0,0,0,,0,0,1,0,0,1,0
,,22nd Judicial District,0,0,0,,0,0,0,0,0,0,0
,,23rd Judicial District,0,0,0,,0,0,1,0,1,0,0
,,24th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,25th Judicial District,0,0,0,,0,0,0,0,0,0,0
,,27th Judicial District,1,0,0,,0,1,0,0,0,0,0
,,31st Judicial District,0,0,0,,0,0,0,0,0,0,0
,Knoxville Metropolitan Airport,,2,0,0,,0,2,14,0,10,4,0
,Memphis-Shelby County Airport Authority,,0,0,0,,0,0,223,1,102,120,0
,Metropolitan Nashville Park Police,,13,0,2,,3,8,97,7,89,1,1
,Nashville International Airport,,2,0,0,,0,2,98,2,73,23,0
,Tri-Cities Regional Airport,,0,0,0,,0,0,0,0,0,0,0
,West Tennessee Violent Crime Task Force,,0,0,0,,0,0,0,0,0,0,0
TEXAS–State Agencies,Department of Public Safety,,0,0,0,,0,0,0,0,0,0,0
TEXAS–Tribal Agencies,Ysleta del Sur Pueblo Tribal,,17,0,0,,0,17,36,2,30,4,0
TEXAS–Other Agencies,Amarillo International Airport,,0,0,0,,0,0,2,0,2,0,0
,Dallas-Fort Worth International Airport,,7,0,3,,0,4,361,6,323,32,0
,Hospital District:,Dallas County,14,0,0,,5,9,254,2,244,8,0
,,Tarrant County4,9,0,1,,1,7,178,0,177,1,0
,Houston Metropolitan Transit Authority,,0,0,0,,0,0,34,0,29,5,0
,Independent School District:,Aldine,8,0,0,,8,0,102,43,56,3,0
,,Alief,45,0,1,,6,38,51,9,36,6,0
,,Alvin,10,0,0,,0,10,132,3,129,0,1
,,Angleton,7,0,0,,0,7,61,0,60,1,0
,,Austin,17,0,2,,4,11,409,35,368,6,7
,,Barbers Hill,0,0,0,,0,0,26,0,25,1,0
,,Bastrop,88,0,0,,0,88,31,1,29,1,0
,,Bay City,0,0,0,,0,0,7,2,5,0,0
,,Brownsville,434,0,0,,0,434,151,4,147,0,0
,,Calhoun County,1,0,0,,0,1,12,10,2,0,2
,,Columbia-Brazoria,1,0,0,,0,1,13,0,13,0,0
,,Conroe,15,0,5,,0,10,133,15,118,0,0
,,East Central,1,0,0,,0,1,15,0,15,0,0
,,Ector County,54,0,0,,1,53,117,16,98,3,0
,,Edinburg,26,0,0,,0,26,141,5,135,1,4
,,El Paso,26,0,3,,6,17,315,35,276,4,3
,,Floresville,1,0,0,,0,1,9,2,4,3,0
,,Galveston,2,0,0,,0,2,34,2,31,1,1
,,Hallsville,0,0,0,,0,0,6,1,5,0,0
,,Houston,84,0,2,,20,62,401,169,215,17,3
,,Humble,12,0,2,,3,7,167,1,162,4,0
,,Idalou,0,0,0,,0,0,1,0,1,0,0
,,Judson,1,0,0,,1,0,178,2,174,2,0
,,Killeen,4,0,0,,1,3,85,7,78,0,0
,,Klein,12,0,1,,6,5,131,7,119,5,0
,,Lyford,0,0,0,,0,0,1,0,1,0,0
,,Madisonville,3,0,1,,1,1,2,0,2,0,0
,,Malakoff,0,0,0,,0,0,0,0,0,0,0
,,Mexia,0,0,0,,0,0,6,2,4,0,0
,,Midland,13,0,0,,0,13,26,1,25,0,0
,,Pasadena,9,0,4,,2,3,94,14,76,4,0
,,Pflugerville,14,0,2,,0,12,41,4,36,1,0
,,Raymondville,0,0,0,,0,0,12,0,12,0,0
,,Rio Grande City,8,0,0,,0,8,51,8,43,0,0
,,Santa Fe,1,0,1,,0,0,19,2,17,0,0
,,Santa Rosa,1,0,1,,0,0,2,0,2,0,0
,,Sealy,0,0,0,,0,0,4,0,4,0,0
,,Socorro,8,0,0,,0,8,56,8,47,1,0
,,Spring,55,0,1,,10,44,97,2,89,6,0
,,Spring Branch,3,0,0,,2,1,46,7,38,1,0
,,Taft,1,0,0,,0,1,2,1,1,0,0
,,United,5,0,0,,2,3,29,5,22,2,0
,Port of Brownsville,,0,0,0,,0,0,16,2,14,0,0
,Port of Houston Authority,,0,0,0,,0,0,21,0,12,9,0
UTAH–State Agencies,Parks and Recreation,,3,0,1,,1,1,31,2,26,3,1
,Utah Highway Patrol,,63,0,2,,1,60,177,5,126,46,0
,Wildlife Resources,,0,0,0,,0,0,8,0,6,2,0
UTAH–Other Agencies,Cache-Rich Drug Task Force,,0,0,0,,0,0,1,0,1,0,0
,Davis Metropolitan Narcotics Strike Force,,0,0,0,,0,0,0,0,0,0,0
,Granite School District,,12,0,0,,2,10,166,18,146,2,12
,Utah County Major Crimes Task Force,,0,0,0,,0,0,4,0,3,1,0
,Utah Transit Authority4,,26,1,3,,16,6,925,5,864,56,2
VERMONT–State Agencies,Department of Motor Vehicles,,0,0,0,,0,0,0,0,0,0,0
,State Police: ,Derby,28,0,4,,0,24,241,114,115,12,1
,,New Haven,18,0,1,,1,16,192,57,129,6,0
,,Shaftsbury,18,3,3,,1,11,112,29,75,8,0
,,St. Johnsbury,19,0,5,,2,12,308,144,150,14,3
,,Williston,9,1,2,,1,5,172,50,117,5,2
,Vermont State Police,,2,2,0,,0,0,2,0,2,0,0
,Vermont State Police Headquarters,Bureau of Criminal Investigations,0,0,0,,0,0,0,0,0,0,0
VIRGINIA–State Agencies,Alcoholic Beverage Control Commission,,0,0,0,,0,0,99,4,95,0,0
,Department of Game and Inland Fisheries ,Enforcement Division,1,0,0,,0,1,10,1,9,0,0
,Department of Motor Vehicles,,0,0,0,,0,0,50,0,3,47,1
,State Police: ,Accomack County,4,0,0,,0,4,11,2,8,1,7
,,Albemarle County,2,0,0,,0,2,1,0,1,0,0
,,Alexandria,2,0,0,,1,1,0,0,0,0,0
,,Alleghany County,21,1,0,,0,20,2,0,2,0,0
,,Amelia County,3,0,0,,0,3,3,1,2,0,0
,,Amherst County,8,0,1,,0,7,3,0,2,1,0
,,Appomattox County,4,0,0,,0,4,1,0,1,0,0
,,Arlington County,2,0,0,,0,2,0,0,0,0,0
,,Augusta County,6,0,1,,0,5,15,1,10,4,4
,,Bath County,3,0,0,,0,3,1,0,1,0,0
,,Bedford,0,0,0,,0,0,0,0,0,0,0
,,Bedford County,1,1,0,,0,0,5,0,3,2,0
,,Bland County,1,0,0,,0,1,7,4,2,1,0
,,Botetourt County,2,0,0,,0,2,3,0,3,0,1
,,Bristol,0,0,0,,0,0,1,0,1,0,0
,,Brunswick County,3,0,0,,0,3,0,0,0,0,0
,,Buchanan County,4,2,1,,0,1,11,3,8,0,7
,,Buckingham County,2,0,0,,1,1,1,0,0,1,1
,,Buena Vista,1,0,1,,0,0,1,0,1,0,0
,,Campbell County,4,0,0,,0,4,3,0,3,0,2
,,Caroline County,6,0,0,,0,6,17,3,9,5,1
,,Carroll County,5,0,1,,0,4,12,1,8,3,3
,,Charles City County,0,0,0,,0,0,0,0,0,0,0
,,Charlotte County,2,0,0,,0,2,1,0,1,0,1
,,Charlottesville,0,0,0,,0,0,1,0,1,0,0
,,Chesapeake,7,1,1,,0,5,14,0,2,12,2
,,Chesterfield County,9,0,0,,0,9,9,0,7,2,0
,,Clarke County,1,0,0,,0,1,1,0,1,0,0
,,Clifton Forge,0,0,0,,0,0,0,0,0,0,0
,,Colonial Heights,4,0,0,,0,4,2,0,1,1,0
,,Covington,10,0,0,,0,10,1,1,0,0,0
,,Craig County,1,0,1,,0,0,1,0,0,1,0
,,Culpeper County,14,3,3,,0,8,1,0,1,0,0
,,Cumberland County,1,0,0,,0,1,1,0,0,1,0
,,Danville,0,0,0,,0,0,4,0,2,2,0
,,Dickenson County,5,0,0,,0,5,4,0,4,0,9
,,Dinwiddie County,2,0,0,,0,2,2,0,1,1,0
,,Emporia,2,0,0,,0,2,0,0,0,0,0
,,Essex County,3,0,0,,0,3,1,0,1,0,0
,,Fairfax City,0,0,0,,0,0,0,0,0,0,0
,,Fairfax County,9,0,0,,1,8,24,0,18,6,1
,,Falls Church,0,0,0,,0,0,0,0,0,0,0
,,Fauquier County,0,0,0,,0,0,5,0,4,1,0
,,Floyd County,5,0,0,,0,5,0,0,0,0,1
,,Fluvanna County,1,0,0,,0,1,2,0,2,0,0
,,Franklin,0,0,0,,0,0,0,0,0,0,1
,,Franklin County,4,1,0,,0,3,3,1,2,0,0
,,Frederick County,13,3,1,,0,9,10,0,9,1,2
,,Fredericksburg,4,1,0,,0,3,4,2,2,0,1
,,Galax,0,0,0,,0,0,1,0,1,0,0
,,Giles County,1,0,0,,0,1,0,0,0,0,0
,,Gloucester County,4,0,0,,0,4,2,0,2,0,0
,,Goochland County,5,2,0,,0,3,2,0,2,0,0
,,Grayson County,1,1,0,,0,0,3,2,1,0,1
,,Greene County,1,0,0,,0,1,2,0,1,1,2
,,Greensville County,1,0,0,,0,1,1,0,1,0,1
,,Halifax County,1,0,1,,0,0,3,0,2,1,0
,,Hampton,7,1,0,,0,6,8,0,1,7,0
,,Hanover County,8,0,0,,0,8,3,0,3,0,0
,,Harrisonburg,2,0,0,,0,2,3,0,0,3,0
,,Henrico County,13,0,0,,0,13,7,0,5,2,0
,,Henry County,0,0,0,,0,0,4,0,1,3,2
,,Highland County,0,0,0,,0,0,0,0,0,0,0
,,Hopewell,1,0,0,,0,1,0,0,0,0,0
,,Isle of Wight County,1,0,1,,0,0,0,0,0,0,2
,,James City County,1,0,0,,1,0,0,0,0,0,0
,,King and Queen County,1,1,0,,0,0,2,0,1,1,0
,,King George County,0,0,0,,0,0,1,0,1,0,0
,,King William County,1,0,1,,0,0,1,0,1,0,0
,,Lancaster County,3,0,0,,0,3,2,1,1,0,1
,,Lee County,2,0,1,,0,1,10,0,7,3,11
,,Lexington,0,0,0,,0,0,0,0,0,0,0
,,Loudoun County,1,0,0,,0,1,5,0,2,3,1
,,Louisa County,5,1,0,,0,4,2,1,1,0,3
,,Lunenburg County,4,0,0,,0,4,0,0,0,0,0
,,Lynchburg,0,0,0,,0,0,2,0,2,0,1
,,Madison County,3,0,0,,0,3,1,0,1,0,0
,,Manassas,0,0,0,,0,0,1,0,1,0,0
,,Manassas Park,0,0,0,,0,0,0,0,0,0,0
,,Martinsville,0,0,0,,0,0,0,0,0,0,0
,,Mathews County,2,0,0,,0,2,0,0,0,0,0
,,Mecklenburg County,8,1,0,,0,7,13,1,10,2,0
,,Middlesex County,1,0,0,,0,1,1,0,1,0,0
,,Montgomery County,2,1,0,,0,1,2,0,2,0,0
,,Nelson County,8,0,0,,0,8,7,1,5,1,1
,,New Kent County,6,0,0,,0,6,5,0,3,2,0
,,Newport News,7,0,0,,0,7,15,0,1,14,1
,,Norfolk,7,0,0,,0,7,12,0,1,11,0
,,Northampton County,2,1,1,,0,0,1,0,0,1,2
,,Northumberland County,8,0,0,,0,8,1,0,1,0,0
,,Norton,1,0,0,,0,1,0,0,0,0,0
,,Nottoway County,0,0,0,,0,0,4,0,3,1,0
,,Orange County,4,1,1,,0,2,3,1,2,0,1
,,Page County,1,1,0,,0,0,33,0,32,1,0
,,Patrick County,0,0,0,,0,0,2,0,1,1,0
,,Petersburg,7,0,0,,0,7,3,0,1,2,1
,,Pittsylvania County,3,0,0,,0,3,13,0,2,11,1
,,Poquoson,0,0,0,,0,0,0,0,0,0,0
,,Portsmouth,1,1,0,,0,0,8,0,1,7,0
,,Powhatan County,2,0,0,,0,2,1,0,1,0,0
,,Prince Edward County,2,0,0,,1,1,3,0,3,0,2
,,Prince George County,1,0,0,,0,1,3,0,2,1,0
,,Prince William County,9,0,0,,0,9,11,0,8,3,0
,,Pulaski County,3,0,0,,0,3,4,1,3,0,0
,,Radford,1,0,0,,0,1,0,0,0,0,0
,,Rappahannock County,0,0,0,,0,0,0,0,0,0,0
,,Richmond,21,1,1,,1,18,23,0,4,19,0
,,Richmond County,0,0,0,,0,0,0,0,0,0,0
,,Roanoke,3,1,1,,0,1,8,0,6,2,1
,,Roanoke County,4,0,1,,1,2,5,1,3,1,0
,,Rockbridge County,5,1,0,,0,4,4,0,3,1,1
,,Rockingham County,8,0,0,,0,8,39,2,15,22,1
,,Russell County,6,0,1,,1,4,9,1,8,0,3
,,Salem,0,0,0,,0,0,4,0,2,2,0
,,Scott County,6,1,0,,0,5,5,0,5,0,2
,,Shenandoah County,11,0,0,,0,11,3,0,2,1,0
,,Smyth County,3,2,1,,0,0,14,2,9,3,4
,,South Boston,0,0,0,,0,0,0,0,0,0,0
,,Southampton County,0,0,0,,0,0,2,1,1,0,0
